Date,USD,JPY
30-01-2007,1.2972,157.99
29-01-2007,1.2921,157.7
26-01-2007,1.2901,156.71
25-01-2007,1.2978,156.88
24-01-2007,1.3005,158.06
23-01-2007,1.304,158.02
22-01-2007,1.2936,157.53
19-01-2007,1.2958,157.13
18-01-2007,1.2922,156.79
17-01-2007,1.2909,155.75
16-01-2007,1.2953,156.27
15-01-2007,1.2941,156
12-01-2007,1.2893,155.24
11-01-2007,1.2984,156.16
10-01-2007,1.2988,154.99
09-01-2007,1.3018,155.26
08-01-2007,1.3006,154.42
05-01-2007,1.3084,154.55
04-01-2007,1.3106,156.11
03-01-2007,1.3231,157.76
02-01-2007,1.327,157.76
29-12-2006,1.317,156.93
28-12-2006,1.3173,156.61
27-12-2006,1.3159,156.1
22-12-2006,1.3192,156.26
21-12-2006,1.3178,155.85
20-12-2006,1.3203,156
19-12-2006,1.3158,155.48
18-12-2006,1.3095,154.34
15-12-2006,1.3106,155.04
14-12-2006,1.3192,155.04
13-12-2006,1.3265,155.34
12-12-2006,1.3244,154.94
11-12-2006,1.3177,154.33
08-12-2006,1.3276,153.48
07-12-2006,1.3297,152.87
06-12-2006,1.3274,152.66
05-12-2006,1.3331,152.74
04-12-2006,1.3309,153.89
01-12-2006,1.3244,153.77
30-11-2006,1.32,153.29
29-11-2006,1.3157,153.01
28-11-2006,1.3147,152.99
27-11-2006,1.3114,152.24
24-11-2006,1.3078,151.36
23-11-2006,1.2953,150.61
22-11-2006,1.2886,150.75
21-11-2006,1.2814,151.24
20-11-2006,1.2841,151.57
17-11-2006,1.2774,151.17
16-11-2006,1.2804,151.16
15-11-2006,1.2792,151.01
14-11-2006,1.2824,150.88
13-11-2006,1.283,151.28
10-11-2006,1.2864,151.17
09-11-2006,1.2796,151.16
08-11-2006,1.2776,150.35
07-11-2006,1.2755,150.37
06-11-2006,1.2702,150.45
03-11-2006,1.276,149.62
02-11-2006,1.2767,149.4
01-11-2006,1.2757,149.24
31-10-2006,1.2696,149.59
30-10-2006,1.2717,149.17
27-10-2006,1.2683,150.26
26-10-2006,1.2653,150.4
25-10-2006,1.258,149.93
24-10-2006,1.2541,149.98
23-10-2006,1.2556,149.71
20-10-2006,1.2618,149.29
19-10-2006,1.2561,149.08
18-10-2006,1.2543,148.83
17-10-2006,1.2524,148.67
16-10-2006,1.2515,149.13
13-10-2006,1.255,149.84
12-10-2006,1.2531,149.87
11-10-2006,1.2543,149.96
10-10-2006,1.2538,149.97
09-10-2006,1.2603,150.09
06-10-2006,1.2664,149.47
05-10-2006,1.2721,149.45
04-10-2006,1.2684,149.8
03-10-2006,1.2737,149.86
02-10-2006,1.2685,149.99
29-09-2006,1.266,149.34
28-09-2006,1.2713,149.57
27-09-2006,1.2684,148.9
26-09-2006,1.2695,147.83
25-09-2006,1.2768,148.78
22-09-2006,1.2817,148.89
21-09-2006,1.2731,148.84
20-09-2006,1.2676,148.7
19-09-2006,1.2654,148.81
18-09-2006,1.2665,149.47
15-09-2006,1.2675,149.09
14-09-2006,1.2723,149.58
13-09-2006,1.2677,149.23
12-09-2006,1.2709,149.49
11-09-2006,1.2713,149.14
08-09-2006,1.2713,147.91
07-09-2006,1.2731,148.05
06-09-2006,1.2793,149.23
05-09-2006,1.281,148.47
04-09-2006,1.2852,149.22
01-09-2006,1.2817,150.3
31-08-2006,1.2851,150.56
30-08-2006,1.2818,150.08
29-08-2006,1.2808,149.54
28-08-2006,1.28,149.85
25-08-2006,1.2762,149.64
24-08-2006,1.2831,149.28
23-08-2006,1.2812,149.09
22-08-2006,1.2812,149.17
21-08-2006,1.2919,149.43
18-08-2006,1.2802,148.33
17-08-2006,1.2879,148.56
16-08-2006,1.2793,148.7
15-08-2006,1.2725,148.36
14-08-2006,1.2718,148.34
11-08-2006,1.2775,148.21
10-08-2006,1.2857,147.62
09-08-2006,1.2879,148.17
08-08-2006,1.2839,147.7
07-08-2006,1.285,147.87
04-08-2006,1.2792,147.66
03-08-2006,1.2781,146.84
02-08-2006,1.2798,146.88
01-08-2006,1.2759,146.42
31-07-2006,1.2767,145.82
28-07-2006,1.2664,146.57
27-07-2006,1.2737,147.25
26-07-2006,1.2587,147.1
25-07-2006,1.2636,147.52
24-07-2006,1.2633,147.32
21-07-2006,1.268,146.96
20-07-2006,1.2643,147.68
19-07-2006,1.2482,146.91
18-07-2006,1.2531,146.61
17-07-2006,1.2541,146.66
14-07-2006,1.2666,146.83
13-07-2006,1.2692,146.33
12-07-2006,1.2722,146.56
11-07-2006,1.2736,145.69
10-07-2006,1.2752,145.17
07-07-2006,1.2778,146.59
06-07-2006,1.2735,147.09
05-07-2006,1.2794,146.74
04-07-2006,1.2791,146.57
03-07-2006,1.279,146.66
30-06-2006,1.2713,145.75
29-06-2006,1.2529,146
28-06-2006,1.257,146.12
27-06-2006,1.2567,146.42
26-06-2006,1.2561,146.13
23-06-2006,1.2502,145.5
22-06-2006,1.2582,145.48
21-06-2006,1.2632,145.22
20-06-2006,1.2546,144.43
19-06-2006,1.2591,145.43
16-06-2006,1.2651,145.41
15-06-2006,1.261,144.84
14-06-2006,1.2563,144.68
13-06-2006,1.2571,144.14
12-06-2006,1.2572,143.89
09-06-2006,1.2659,144.25
08-06-2006,1.2735,145.66
07-06-2006,1.2789,144.89
06-06-2006,1.2847,144.74
05-06-2006,1.2958,144.66
02-06-2006,1.2815,144.59
01-06-2006,1.2736,144.19
31-05-2006,1.2868,144.32
30-05-2006,1.2839,144.05
29-05-2006,1.2758,143.23
26-05-2006,1.2797,143.5
25-05-2006,1.2755,143.08
24-05-2006,1.2851,143.86
23-05-2006,1.2841,143.04
22-05-2006,1.2753,143.55
19-05-2006,1.2767,142.64
18-05-2006,1.277,141.94
17-05-2006,1.2882,140.88
16-05-2006,1.2817,141.33
15-05-2006,1.2826,141.32
12-05-2006,1.2914,141.56
11-05-2006,1.2716,141.41
10-05-2006,1.2779,141.27
09-05-2006,1.2697,141.62
08-05-2006,1.2756,141.88
05-05-2006,1.2688,144.51
04-05-2006,1.2592,143.62
03-05-2006,1.2622,143.38
02-05-2006,1.2643,143.48
28-04-2006,1.2537,143.29
27-04-2006,1.2414,142.71
26-04-2006,1.2425,142.87
25-04-2006,1.2425,142.11
24-04-2006,1.2365,142.17
21-04-2006,1.2315,144.36
20-04-2006,1.2346,145.27
19-04-2006,1.2346,144.6
18-04-2006,1.2252,144.53
13-04-2006,1.2094,143.48
12-04-2006,1.2125,143.22
11-04-2006,1.2105,143.73
10-04-2006,1.2099,143.22
07-04-2006,1.2179,143.57
06-04-2006,1.2312,144.81
05-04-2006,1.2262,144.16
04-04-2006,1.2217,143.69
03-04-2006,1.2063,142.77
31-03-2006,1.2104,142.42
30-03-2006,1.2096,141.9
29-03-2006,1.2012,141.58
28-03-2006,1.2084,141.09
27-03-2006,1.2025,140.15
24-03-2006,1.1969,141.52
23-03-2006,1.2055,141.12
22-03-2006,1.2069,141.34
21-03-2006,1.2144,141.61
20-03-2006,1.2174,141.07
17-03-2006,1.2185,141.47
16-03-2006,1.2069,142.06
15-03-2006,1.2026,141.31
14-03-2006,1.1948,141.31
13-03-2006,1.1922,141.94
10-03-2006,1.1919,141.11
09-03-2006,1.192,140.1
08-03-2006,1.1914,140.35
07-03-2006,1.1913,140.34
06-03-2006,1.2017,141.04
03-03-2006,1.202,139.96
02-03-2006,1.1921,138.73
01-03-2006,1.1954,138.56
28-02-2006,1.1875,138.18
27-02-2006,1.1852,137.77
24-02-2006,1.1896,139.11
23-02-2006,1.1957,139.88
22-02-2006,1.1875,140.91
21-02-2006,1.1906,141.61
20-02-2006,1.1932,141.11
17-02-2006,1.1863,140.77
16-02-2006,1.1858,140.11
15-02-2006,1.1904,139.96
14-02-2006,1.1898,139.57
13-02-2006,1.1888,140.35
10-02-2006,1.197,140.77
09-02-2006,1.1972,141.91
08-02-2006,1.1948,141.51
07-02-2006,1.1973,141.24
06-02-2006,1.1981,142.28
03-02-2006,1.2061,143.05
02-02-2006,1.2066,143.04
01-02-2006,1.2092,142.22
31-01-2006,1.2118,142.17
30-01-2006,1.2082,141.99
27-01-2006,1.2172,142.19
26-01-2006,1.2254,141.85
25-01-2006,1.2294,141.12
24-01-2006,1.2272,140.45
23-01-2006,1.2277,140.35
20-01-2006,1.2068,139.15
19-01-2006,1.2073,139.06
18-01-2006,1.2125,139.51
17-01-2006,1.2075,139.23
16-01-2006,1.2112,139.23
13-01-2006,1.2039,138.13
12-01-2006,1.2113,137.5
11-01-2006,1.2088,138.31
10-01-2006,1.2064,138.12
09-01-2006,1.2078,137.85
06-01-2006,1.2093,140.21
05-01-2006,1.2088,140.31
04-01-2006,1.2083,140.19
03-01-2006,1.1875,139.45
02-01-2006,1.1826,139.56
30-12-2005,1.1797,138.9
29-12-2005,1.1825,139.43
28-12-2005,1.1916,139.61
27-12-2005,1.1852,138.61
23-12-2005,1.1859,138.34
22-12-2005,1.1822,138.84
21-12-2005,1.1872,139.18
20-12-2005,1.1955,139.36
19-12-2005,1.1977,139.24
16-12-2005,1.1983,139.28
15-12-2005,1.1999,139.28
14-12-2005,1.202,142.23
13-12-2005,1.1925,143.47
12-12-2005,1.1925,143.46
09-12-2005,1.1785,142.01
08-12-2005,1.1764,141.82
07-12-2005,1.171,141.68
06-12-2005,1.1783,142.64
05-12-2005,1.1767,142.19
02-12-2005,1.1697,141.36
01-12-2005,1.1745,141.18
30-11-2005,1.1769,140.8
29-11-2005,1.1793,140.57
28-11-2005,1.1726,140.39
25-11-2005,1.1763,140.44
24-11-2005,1.1783,140.03
23-11-2005,1.1776,139.78
22-11-2005,1.1701,139.72
21-11-2005,1.1811,140.41
18-11-2005,1.1679,139.27
17-11-2005,1.1692,138.82
16-11-2005,1.1677,139.4
15-11-2005,1.1667,139.11
14-11-2005,1.1713,139.06
11-11-2005,1.1697,138.11
10-11-2005,1.1762,138.41
09-11-2005,1.1738,137.68
08-11-2005,1.1741,138.22
07-11-2005,1.1824,139.23
04-11-2005,1.1933,140.52
03-11-2005,1.2041,140.76
02-11-2005,1.1992,140.26
01-11-2005,1.2008,140.02
31-10-2005,1.2023,139.64
28-10-2005,1.2138,140.03
27-10-2005,1.213,139.89
26-10-2005,1.2059,139.67
25-10-2005,1.2017,138.78
24-10-2005,1.1944,138.15
21-10-2005,1.2012,138.87
20-10-2005,1.1953,138.19
19-10-2005,1.195,138.07
18-10-2005,1.1937,138.29
17-10-2005,1.2022,138
14-10-2005,1.1999,137.67
13-10-2005,1.198,137.54
12-10-2005,1.2008,137.49
11-10-2005,1.2022,137.22
10-10-2005,1.2088,137.9
07-10-2005,1.2144,137.82
06-10-2005,1.2061,137.3
05-10-2005,1.1947,136.06
04-10-2005,1.1938,136.44
03-10-2005,1.1933,136.07
30-09-2005,1.2042,136.25
29-09-2005,1.2063,135.92
28-09-2005,1.2037,136.08
27-09-2005,1.2005,136.01
26-09-2005,1.2031,135.21
23-09-2005,1.2118,135.07
22-09-2005,1.2224,135.89
21-09-2005,1.2225,135.95
20-09-2005,1.2154,135.43
19-09-2005,1.2139,135.31
16-09-2005,1.2243,135.78
15-09-2005,1.2223,134.89
14-09-2005,1.2314,135.42
13-09-2005,1.2276,136.17
12-09-2005,1.2313,135.2
09-09-2005,1.2415,136.63
08-09-2005,1.2418,137.16
07-09-2005,1.2451,136.97
06-09-2005,1.2483,136.75
05-09-2005,1.2538,136.69
02-09-2005,1.2541,137.66
01-09-2005,1.2388,136.95
31-08-2005,1.2198,136.06
30-08-2005,1.2181,135.81
29-08-2005,1.2289,135.73
26-08-2005,1.2307,134.93
25-08-2005,1.2272,135.02
24-08-2005,1.2211,134.77
23-08-2005,1.2233,134.61
22-08-2005,1.2231,133.93
19-08-2005,1.2183,134.51
18-08-2005,1.2213,134.82
17-08-2005,1.2296,134.85
16-08-2005,1.2313,134.63
15-08-2005,1.2374,135.54
12-08-2005,1.2457,136.32
11-08-2005,1.2405,136.94
10-08-2005,1.2377,137.4
09-08-2005,1.2367,138.64
08-08-2005,1.237,138.13
05-08-2005,1.2386,138.13
04-08-2005,1.2319,137.33
03-08-2005,1.2308,136.81
02-08-2005,1.2217,136.07
01-08-2005,1.2219,136.67
29-07-2005,1.2093,135.91
28-07-2005,1.21,136
27-07-2005,1.199,134.92
26-07-2005,1.1987,134.56
25-07-2005,1.2065,134.87
22-07-2005,1.2143,134.98
21-07-2005,1.2187,135.21
20-07-2005,1.2063,136.35
19-07-2005,1.1965,135.07
18-07-2005,1.2054,135.29
15-07-2005,1.2073,135.35
14-07-2005,1.2067,135.24
13-07-2005,1.2184,135.67
12-07-2005,1.2166,135.33
11-07-2005,1.2006,134.4
08-07-2005,1.1904,133.84
07-07-2005,1.1957,133.53
06-07-2005,1.1913,133.23
05-07-2005,1.1883,133.03
04-07-2005,1.1894,132.67
01-07-2005,1.2087,134.24
30-06-2005,1.2092,133.95
29-06-2005,1.2054,133.03
28-06-2005,1.2095,132.94
27-06-2005,1.2164,132.91
24-06-2005,1.2082,131.92
23-06-2005,1.2066,130.88
22-06-2005,1.2111,131.79
21-06-2005,1.2092,132.2
20-06-2005,1.221,133.09
17-06-2005,1.2177,132.47
16-06-2005,1.2115,132.26
15-06-2005,1.2069,132.06
14-06-2005,1.211,132.33
13-06-2005,1.2062,131.74
10-06-2005,1.2229,131.42
09-06-2005,1.2239,131.37
08-06-2005,1.2324,131.69
07-06-2005,1.2285,131.13
06-06-2005,1.2272,131.44
03-06-2005,1.2289,132.57
02-06-2005,1.2263,132.72
01-06-2005,1.2228,132.84
31-05-2005,1.2331,133.47
30-05-2005,1.2472,134.68
27-05-2005,1.2551,135.27
26-05-2005,1.2523,135.58
25-05-2005,1.2564,135.33
24-05-2005,1.2617,135.39
23-05-2005,1.2548,135.45
20-05-2005,1.2607,135.98
19-05-2005,1.2642,135.62
18-05-2005,1.2621,135.44
17-05-2005,1.2636,135.52
16-05-2005,1.2616,135.63
13-05-2005,1.2635,135.2
12-05-2005,1.2771,135.66
11-05-2005,1.2882,135.7
10-05-2005,1.2854,135.86
09-05-2005,1.2824,135.46
06-05-2005,1.2947,135.71
05-05-2005,1.2954,135.28
04-05-2005,1.2953,135.21
03-05-2005,1.2856,135.23
02-05-2005,1.2863,135.54
29-04-2005,1.2957,136.24
28-04-2005,1.2905,136.63
27-04-2005,1.292,137.35
26-04-2005,1.2981,137.54
25-04-2005,1.2966,137.31
22-04-2005,1.3077,138.96
21-04-2005,1.3058,140.27
20-04-2005,1.3049,139.5
19-04-2005,1.2996,139.54
18-04-2005,1.2967,139.6
15-04-2005,1.2868,139.08
14-04-2005,1.282,138.64
13-04-2005,1.2922,138.71
12-04-2005,1.2985,139.97
11-04-2005,1.2971,139.76
08-04-2005,1.2819,139.46
07-04-2005,1.2923,139.84
06-04-2005,1.286,139.75
05-04-2005,1.281,139.16
04-04-2005,1.2883,139.18
01-04-2005,1.2959,139.07
31-03-2005,1.2964,138.44
30-03-2005,1.2943,139.13
29-03-2005,1.2926,138.61
24-03-2005,1.2982,138.1
23-03-2005,1.305,137.7
22-03-2005,1.3175,138.45
21-03-2005,1.3199,139.09
18-03-2005,1.3279,139.28
17-03-2005,1.3378,139.72
16-03-2005,1.3373,139.33
15-03-2005,1.3383,139.74
14-03-2005,1.3372,140.12
11-03-2005,1.3416,139.67
10-03-2005,1.3409,139.62
09-03-2005,1.3346,139.18
08-03-2005,1.3246,138.94
07-03-2005,1.3197,138.88
04-03-2005,1.3115,138.33
03-03-2005,1.3144,137.83
02-03-2005,1.3101,137.43
01-03-2005,1.3216,137.9
28-02-2005,1.3257,138.04
25-02-2005,1.3165,138.74
24-02-2005,1.326,139.07
23-02-2005,1.3203,138.45
22-02-2005,1.3193,137.42
21-02-2005,1.3055,137.76
18-02-2005,1.3039,137.63
17-02-2005,1.3041,137.8
16-02-2005,1.304,137
15-02-2005,1.3016,136.42
14-02-2005,1.2967,136.2
11-02-2005,1.2855,136.11
10-02-2005,1.2777,135.96
09-02-2005,1.2762,134.85
08-02-2005,1.2764,134.85
07-02-2005,1.2844,133.98
04-02-2005,1.2958,134.71
03-02-2005,1.3001,135.54
02-02-2005,1.3061,135.3
01-02-2005,1.3027,135.16
31-01-2005,1.3035,134.96
28-01-2005,1.3035,134.69
27-01-2005,1.3026,134.78
26-01-2005,1.3005,134.47
25-01-2005,1.3025,134.85
24-01-2005,1.3065,134.34
21-01-2005,1.2963,134.6
20-01-2005,1.2936,133.22
19-01-2005,1.3083,133.98
18-01-2005,1.306,134.08
17-01-2005,1.3085,133.52
14-01-2005,1.3091,134.32
13-01-2005,1.3232,135.71
12-01-2005,1.3139,135.47
11-01-2005,1.3143,136.7
10-01-2005,1.3103,136.83
07-01-2005,1.32,138.06
06-01-2005,1.3183,138.3
05-01-2005,1.3224,138.09
04-01-2005,1.3365,138.49
03-01-2005,1.3507,138.84
31-12-2004,1.3621,139.65
30-12-2004,1.3604,141.03
29-12-2004,1.3608,140.76
28-12-2004,1.3633,140.49
27-12-2004,1.3527,140.34
24-12-2004,1.3542,140.26
23-12-2004,1.3456,139.88
22-12-2004,1.3384,139.18
21-12-2004,1.3394,139.85
20-12-2004,1.3378,139.44
17-12-2004,1.3264,138.37
16-12-2004,1.3401,138.93
15-12-2004,1.3383,139.51
14-12-2004,1.3317,139.7
13-12-2004,1.3268,139.01
10-12-2004,1.3191,139.59
09-12-2004,1.3305,139.17
08-12-2004,1.33,138.63
07-12-2004,1.3456,138.3
06-12-2004,1.3435,137.47
03-12-2004,1.33,137.05
02-12-2004,1.3314,136.78
01-12-2004,1.3294,136.83
30-11-2004,1.3295,136.54
29-11-2004,1.3247,136.24
26-11-2004,1.3238,136.39
25-11-2004,1.3213,135.75
24-11-2004,1.3146,135.26
23-11-2004,1.3089,134.81
22-11-2004,1.3033,134.47
19-11-2004,1.302,134.97
18-11-2004,1.3024,135.54
17-11-2004,1.3026,135.97
16-11-2004,1.2971,136.64
15-11-2004,1.2955,136.48
12-11-2004,1.2921,136.93
11-11-2004,1.289,137.65
10-11-2004,1.2977,137.44
09-11-2004,1.2911,136.57
08-11-2004,1.2917,136.56
05-11-2004,1.2856,136.51
04-11-2004,1.2874,136.64
03-11-2004,1.2754,135.86
02-11-2004,1.2705,135.17
01-11-2004,1.2748,135.53
29-10-2004,1.2737,135.13
28-10-2004,1.2711,135.2
27-10-2004,1.2792,136.37
26-10-2004,1.2784,136.51
25-10-2004,1.2792,136.3
22-10-2004,1.2606,135.64
21-10-2004,1.2606,135.73
20-10-2004,1.259,136.43
19-10-2004,1.2509,135.81
18-10-2004,1.2474,136.51
15-10-2004,1.2414,135.66
14-10-2004,1.2377,135.41
13-10-2004,1.2267,134.91
12-10-2004,1.2312,135.22
11-10-2004,1.2392,135.32
08-10-2004,1.2315,136.05
07-10-2004,1.2301,136.84
06-10-2004,1.2282,136.45
05-10-2004,1.2304,136.51
04-10-2004,1.2305,136.54
01-10-2004,1.2413,136.85
30-09-2004,1.2409,137.17
29-09-2004,1.2323,136.62
28-09-2004,1.2335,137.4
27-09-2004,1.2254,136.3
24-09-2004,1.2309,136.17
23-09-2004,1.2315,136.34
22-09-2004,1.2245,135.37
21-09-2004,1.2276,134.57
20-09-2004,1.2132,133.21
17-09-2004,1.2211,134.32
16-09-2004,1.2158,133.24
15-09-2004,1.2238,134.19
14-09-2004,1.2237,134.46
13-09-2004,1.2236,134.91
10-09-2004,1.2219,134.61
09-09-2004,1.2191,133.71
08-09-2004,1.2039,132.01
07-09-2004,1.2079,132.54
06-09-2004,1.2071,132.88
03-09-2004,1.2175,132.96
02-09-2004,1.2172,133.05
01-09-2004,1.2168,133.09
31-08-2004,1.2111,133.05
30-08-2004,1.2047,132.37
27-08-2004,1.2085,132.36
26-08-2004,1.21,133.04
25-08-2004,1.2081,133.19
24-08-2004,1.2139,133.02
23-08-2004,1.225,134.19
20-08-2004,1.2293,134.76
19-08-2004,1.2359,135.36
18-08-2004,1.2331,135.56
17-08-2004,1.2338,136.45
16-08-2004,1.2337,136.66
13-08-2004,1.2219,136.5
12-08-2004,1.2256,135.86
11-08-2004,1.2233,135.84
10-08-2004,1.2279,136.08
09-08-2004,1.2247,135.77
06-08-2004,1.2064,134.62
05-08-2004,1.2042,134.13
04-08-2004,1.1983,133.72
03-08-2004,1.2022,133.23
02-08-2004,1.2055,134.09
30-07-2004,1.2039,134.19
29-07-2004,1.2026,135
28-07-2004,1.2034,134.15
27-07-2004,1.2168,133.62
26-07-2004,1.2163,133.22
23-07-2004,1.2191,134.06
22-07-2004,1.2268,134.26
21-07-2004,1.2296,134.08
20-07-2004,1.2385,134.31
19-07-2004,1.2412,134.26
16-07-2004,1.2353,135.37
15-07-2004,1.2374,134.98
14-07-2004,1.2381,134.8
13-07-2004,1.2372,133.97
12-07-2004,1.2397,134.12
09-07-2004,1.2372,134.24
08-07-2004,1.2348,134.58
07-07-2004,1.2357,133.96
06-07-2004,1.2309,134.38
05-07-2004,1.2288,133.98
02-07-2004,1.2148,132.64
01-07-2004,1.2168,131.64
30-06-2004,1.2155,132.4
29-06-2004,1.2169,131.83
28-06-2004,1.2208,131.59
25-06-2004,1.2138,130.84
24-06-2004,1.2122,130.32
23-06-2004,1.2087,131.6
22-06-2004,1.2091,131.17
21-06-2004,1.2112,131.19
18-06-2004,1.2042,131.42
17-06-2004,1.2045,131.8
16-06-2004,1.2058,132.63
15-06-2004,1.2051,134.01
14-06-2004,1.2001,133.45
11-06-2004,1.2006,132.19
10-06-2004,1.2052,131.84
09-06-2004,1.2157,132.57
08-06-2004,1.2294,135.08
07-06-2004,1.2319,135.36
04-06-2004,1.2203,135.78
03-06-2004,1.2226,136.19
02-06-2004,1.2276,135.64
01-06-2004,1.2231,134.04
31-05-2004,1.2198,133.24
28-05-2004,1.2246,135.77
27-05-2004,1.2165,135.59
26-05-2004,1.2106,135.07
25-05-2004,1.2063,136.05
24-05-2004,1.1968,134.62
21-05-2004,1.2031,134.78
20-05-2004,1.1922,134.87
19-05-2004,1.1989,135.29
18-05-2004,1.1983,136.43
17-05-2004,1.2023,136.68
14-05-2004,1.1802,135.52
13-05-2004,1.1823,135.14
12-05-2004,1.1857,134.18
11-05-2004,1.1804,134.32
10-05-2004,1.1843,134.43
07-05-2004,1.2073,133.54
06-05-2004,1.2116,132.64
05-05-2004,1.2126,131.93
04-05-2004,1.2061,132.53
03-05-2004,1.1953,131.51
30-04-2004,1.1947,131.87
29-04-2004,1.1826,130.86
28-04-2004,1.1907,130.17
27-04-2004,1.1887,130.47
26-04-2004,1.1851,128.93
23-04-2004,1.1885,129.55
22-04-2004,1.1873,130.08
21-04-2004,1.1836,129.79
20-04-2004,1.1926,128.61
19-04-2004,1.2044,129.92
16-04-2004,1.1932,129.49
15-04-2004,1.1912,129.39
14-04-2004,1.1924,128.44
13-04-2004,1.1975,126.92
08-04-2004,1.2096,128.37
07-04-2004,1.2101,127.94
06-04-2004,1.209,128.24
05-04-2004,1.2058,126.34
02-04-2004,1.2318,128.36
01-04-2004,1.232,127.82
31-03-2004,1.2224,126.97
30-03-2004,1.2187,128.99
29-03-2004,1.2118,128.13
26-03-2004,1.2173,128.59
25-03-2004,1.2132,128.72
24-03-2004,1.2196,129.76
23-03-2004,1.2276,131.17
22-03-2004,1.2353,132.17
19-03-2004,1.2344,132
18-03-2004,1.2261,131.22
17-03-2004,1.2251,132.75
16-03-2004,1.235,135
15-03-2004,1.2278,136.02
12-03-2004,1.2235,136.15
11-03-2004,1.2256,135.58
10-03-2004,1.2299,136.36
09-03-2004,1.2361,137.7
08-03-2004,1.2356,138.6
05-03-2004,1.2192,135.5
04-03-2004,1.2147,134.43
03-03-2004,1.2143,133.81
02-03-2004,1.2402,135.98
01-03-2004,1.2484,136.28
27-02-2004,1.2418,135.63
26-02-2004,1.2444,136.4
25-02-2004,1.2629,137.24
24-02-2004,1.2595,136.48
23-02-2004,1.2576,136.12
20-02-2004,1.2663,136.51
19-02-2004,1.2724,135.85
18-02-2004,1.2824,135.65
17-02-2004,1.2858,135.75
16-02-2004,1.2741,134.39
13-02-2004,1.2816,135.04
12-02-2004,1.2802,135.04
11-02-2004,1.268,133.84
10-02-2004,1.2764,134.51
09-02-2004,1.2713,134.43
06-02-2004,1.2529,133.54
05-02-2004,1.2583,132.73
04-02-2004,1.2524,132.04
03-02-2004,1.2585,132.82
02-02-2004,1.2461,131.57
30-01-2004,1.2384,131.06
29-01-2004,1.2468,132.13
28-01-2004,1.2563,133.05
27-01-2004,1.2517,132.51
26-01-2004,1.2575,133.43
23-01-2004,1.2692,134.48
22-01-2004,1.271,135.27
21-01-2004,1.2607,134.86
20-01-2004,1.2536,134.43
19-01-2004,1.2373,132.43
16-01-2004,1.2493,132.47
15-01-2004,1.2635,134.09
14-01-2004,1.2692,134.7
13-01-2004,1.2749,135.64
12-01-2004,1.2828,136.57
09-01-2004,1.2737,136.18
08-01-2004,1.2634,134.11
07-01-2004,1.2679,134.63
06-01-2004,1.2756,135.46
05-01-2004,1.2657,134.53
02-01-2004,1.2592,134.72
31-12-2003,1.263,135.05
30-12-2003,1.2496,133.72
29-12-2003,1.2499,133.68
24-12-2003,1.2407,133.12
23-12-2003,1.2392,133.19
22-12-2003,1.2434,133.53
19-12-2003,1.2418,133.63
18-12-2003,1.2403,133.38
17-12-2003,1.2337,132.76
16-12-2003,1.2339,132.74
15-12-2003,1.223,132.09
12-12-2003,1.2254,132.14
11-12-2003,1.2187,131.87
10-12-2003,1.2239,132.33
09-12-2003,1.2258,131.45
08-12-2003,1.2218,131.4
05-12-2003,1.2087,130.79
04-12-2003,1.2074,130.67
03-12-2003,1.2102,131.25
02-12-2003,1.1975,130.86
01-12-2003,1.2019,131.41
28-11-2003,1.1994,131.24
27-11-2003,1.1902,129.99
26-11-2003,1.1828,129.67
25-11-2003,1.1766,129.41
24-11-2003,1.1823,128.93
21-11-2003,1.1899,129.37
20-11-2003,1.1909,129.66
19-11-2003,1.191,129.82
18-11-2003,1.1778,128.17
17-11-2003,1.1802,128.56
14-11-2003,1.1765,127.42
13-11-2003,1.168,126.69
12-11-2003,1.16,126.42
11-11-2003,1.1497,125.03
10-11-2003,1.1483,124.8
07-11-2003,1.1424,125.82
06-11-2003,1.1449,125.9
05-11-2003,1.1473,125.7
04-11-2003,1.1468,126.47
03-11-2003,1.1589,127.71
31-10-2003,1.1622,126.72
30-10-2003,1.1736,126.97
29-10-2003,1.1684,126.21
28-10-2003,1.1673,126.69
27-10-2003,1.1748,127.37
24-10-2003,1.1781,129.02
23-10-2003,1.1786,129.32
22-10-2003,1.1694,128.14
21-10-2003,1.1623,128.07
20-10-2003,1.1629,128.21
17-10-2003,1.1579,127.2
16-10-2003,1.1615,127.45
15-10-2003,1.1669,127.71
14-10-2003,1.1634,127.79
13-10-2003,1.1688,126.82
10-10-2003,1.1788,127.85
09-10-2003,1.1788,128.63
08-10-2003,1.1781,129.36
07-10-2003,1.1768,129.92
06-10-2003,1.1579,128.66
03-10-2003,1.1686,129.29
02-10-2003,1.1692,129.68
01-10-2003,1.1671,129.64
30-09-2003,1.1652,128.8
29-09-2003,1.1413,127.36
26-09-2003,1.1487,128.77
25-09-2003,1.1493,128.35
24-09-2003,1.1466,127.81
23-09-2003,1.1464,127.93
22-09-2003,1.1468,128.36
19-09-2003,1.1312,129.92
18-09-2003,1.129,130.15
17-09-2003,1.1212,130.58
16-09-2003,1.1235,130.64
15-09-2003,1.1281,132.54
12-09-2003,1.1172,130.79
11-09-2003,1.1217,131.33
10-09-2003,1.1172,130.51
09-09-2003,1.1135,129.57
08-09-2003,1.1071,129.41
05-09-2003,1.0923,127.64
04-09-2003,1.0818,126.39
03-09-2003,1.0783,125.4
02-09-2003,1.0849,126.94
01-09-2003,1.0965,127.58
29-08-2003,1.0927,127.26
