Date,USD,JPY
28-08-2003,1.0828,127.11
27-08-2003,1.0907,128.62
26-08-2003,1.0816,127.06
25-08-2003,1.0888,127.85
22-08-2003,1.0894,128.37
21-08-2003,1.1009,129.76
20-08-2003,1.1109,131.46
19-08-2003,1.1065,132.32
18-08-2003,1.1188,133.93
15-08-2003,1.1247,134
14-08-2003,1.127,134.76
13-08-2003,1.1277,134.25
12-08-2003,1.1312,134.04
11-08-2003,1.1295,133.86
08-08-2003,1.1326,134.83
07-08-2003,1.1353,136.11
06-08-2003,1.1392,136.95
05-08-2003,1.1333,136.49
04-08-2003,1.1307,136.28
01-08-2003,1.1169,134.63
31-07-2003,1.1318,135.72
30-07-2003,1.142,136.97
29-07-2003,1.1462,137.26
28-07-2003,1.1489,137.23
25-07-2003,1.1477,136.46
24-07-2003,1.1467,136.5
23-07-2003,1.1401,135.67
22-07-2003,1.1343,135.18
21-07-2003,1.1284,133.84
18-07-2003,1.1205,133.49
17-07-2003,1.1231,133.29
16-07-2003,1.1138,131.93
15-07-2003,1.1319,132.81
14-07-2003,1.1299,132.93
11-07-2003,1.1315,133.25
10-07-2003,1.1342,133.51
09-07-2003,1.1355,134.1
08-07-2003,1.1326,133.78
07-07-2003,1.136,134.12
04-07-2003,1.1466,135.4
03-07-2003,1.1457,135.73
02-07-2003,1.1535,137.36
01-07-2003,1.1543,138.2
30-06-2003,1.1427,137.32
27-06-2003,1.1413,136.76
26-06-2003,1.1432,135.78
25-06-2003,1.1551,135.68
24-06-2003,1.1565,136.33
23-06-2003,1.1539,136.19
20-06-2003,1.1655,137.94
19-06-2003,1.1655,138.52
18-06-2003,1.1699,138.69
17-06-2003,1.1797,139.34
16-06-2003,1.1854,139.43
13-06-2003,1.1751,138.44
12-06-2003,1.1734,138.14
11-06-2003,1.1748,138.4
10-06-2003,1.1699,138.22
09-06-2003,1.1726,138.62
06-06-2003,1.1813,139.28
05-06-2003,1.1775,139.28
04-06-2003,1.1691,138.6
03-06-2003,1.1723,139.45
02-06-2003,1.1672,138.65
30-05-2003,1.1822,140.31
29-05-2003,1.1756,139.53
28-05-2003,1.1738,138.86
27-05-2003,1.1901,138.93
26-05-2003,1.1813,138.53
23-05-2003,1.179,137.87
22-05-2003,1.172,137.1
21-05-2003,1.1689,136.95
20-05-2003,1.1644,136.36
19-05-2003,1.1652,135.93
16-05-2003,1.1492,133.53
15-05-2003,1.1458,132.85
14-05-2003,1.1499,134.25
13-05-2003,1.1518,134.41
12-05-2003,1.1597,135.05
09-05-2003,1.1466,134.76
08-05-2003,1.1435,132.78
07-05-2003,1.1427,133.62
06-05-2003,1.1344,133.92
05-05-2003,1.1218,133.46
02-05-2003,1.1239,133.4
30-04-2003,1.1131,132.98
29-04-2003,1.0956,131.91
28-04-2003,1.1025,132.54
25-04-2003,1.0973,132.73
24-04-2003,1.1008,132.03
23-04-2003,1.0944,131.63
22-04-2003,1.0971,131.37
17-04-2003,1.092,130.29
16-04-2003,1.0836,130.39
15-04-2003,1.0784,129.79
14-04-2003,1.0737,129.68
11-04-2003,1.0735,129.13
10-04-2003,1.0805,129.18
09-04-2003,1.0742,128.86
08-04-2003,1.066,127.9
07-04-2003,1.0582,127.82
04-04-2003,1.072,128.7
03-04-2003,1.0702,127.85
02-04-2003,1.083,128.72
01-04-2003,1.0891,128.8
31-03-2003,1.0895,129.18
28-03-2003,1.073,128.89
27-03-2003,1.0723,128.39
26-03-2003,1.0667,128.19
25-03-2003,1.0691,128.22
24-03-2003,1.0634,128.28
21-03-2003,1.0572,127.82
20-03-2003,1.0592,127.47
19-03-2003,1.057,126.08
18-03-2003,1.0586,126.06
17-03-2003,1.0801,127.16
14-03-2003,1.0775,127.7
13-03-2003,1.0864,128.6
12-03-2003,1.1028,129.21
11-03-2003,1.108,129.34
10-03-2003,1.1042,128.71
07-03-2003,1.1039,128.68
06-03-2003,1.0963,128.73
05-03-2003,1.0966,128.77
04-03-2003,1.0919,128.38
03-03-2003,1.08,127.42
28-02-2003,1.0782,127.32
27-02-2003,1.0822,126.45
26-02-2003,1.0753,126.21
25-02-2003,1.0774,126.22
24-02-2003,1.0721,126.35
21-02-2003,1.0838,128.7
20-02-2003,1.0763,127.84
19-02-2003,1.0717,127.56
18-02-2003,1.0714,127.32
17-02-2003,1.0716,128.83
14-02-2003,1.0793,130.04
13-02-2003,1.0758,130.38
12-02-2003,1.0731,129.96
11-02-2003,1.0706,130.04
10-02-2003,1.0808,130.23
07-02-2003,1.0789,129.49
06-02-2003,1.0813,129.62
05-02-2003,1.091,130.3
04-02-2003,1.0822,129.95
03-02-2003,1.0729,129.27
31-01-2003,1.0816,129.17
30-01-2003,1.0748,128.23
29-01-2003,1.0868,128.49
28-01-2003,1.0808,128.08
27-01-2003,1.087,127.92
24-01-2003,1.0784,127.4
23-01-2003,1.0757,126.99
22-01-2003,1.0718,126.51
21-01-2003,1.0653,126.5
20-01-2003,1.0653,125.96
17-01-2003,1.0652,125.34
16-01-2003,1.0564,124.74
15-01-2003,1.0526,124.47
14-01-2003,1.0577,125.04
13-01-2003,1.0549,125.74
10-01-2003,1.0503,125.72
09-01-2003,1.0507,125.16
08-01-2003,1.0377,124.9
07-01-2003,1.0425,124.82
06-01-2003,1.0488,124.4
03-01-2003,1.0392,124.56
02-01-2003,1.0446,124.4
31-12-2002,1.0487,124.39
30-12-2002,1.0422,124.27
27-12-2002,1.0376,124.45
24-12-2002,1.0296,123.78
23-12-2002,1.0282,123.35
20-12-2002,1.0255,123.79
19-12-2002,1.0273,123.87
18-12-2002,1.024,124.35
17-12-2002,1.0307,124.4
16-12-2002,1.0212,123.64
13-12-2002,1.0221,124.46
12-12-2002,1.0156,124.55
11-12-2002,1.0067,124.18
10-12-2002,1.0111,124.66
09-12-2002,1.0093,123.65
06-12-2002,1.0006,125.02
05-12-2002,0.9991,125.18
04-12-2002,1.0018,124.75
03-12-2002,0.9967,124.08
02-12-2002,0.9871,123.14
29-11-2002,0.9927,121.56
28-11-2002,0.9934,121.37
27-11-2002,0.9927,120.57
26-11-2002,0.991,120.92
25-11-2002,0.9905,121.84
22-11-2002,1.0024,122.88
21-11-2002,1.0034,122.75
20-11-2002,1.0019,122.67
19-11-2002,1.0125,122.75
18-11-2002,1.0065,121.98
15-11-2002,1.0029,121.05
14-11-2002,1.0095,120.85
13-11-2002,1.0068,120.8
12-11-2002,1.0081,120.61
11-11-2002,1.0126,120.9
08-11-2002,1.0107,121.95
07-11-2002,1.0013,121.98
06-11-2002,0.9955,121.84
05-11-2002,1.0024,121.95
04-11-2002,0.9944,121.85
01-11-2002,0.9974,121.58
31-10-2002,0.9864,121.04
30-10-2002,0.9825,120.65
29-10-2002,0.982,121.21
28-10-2002,0.9745,121.53
25-10-2002,0.9763,121.21
24-10-2002,0.9738,121.08
23-10-2002,0.9775,121.17
22-10-2002,0.9768,122.32
21-10-2002,0.9748,121.53
18-10-2002,0.9735,121.83
17-10-2002,0.9763,121.34
16-10-2002,0.9823,121.86
15-10-2002,0.981,122.56
14-10-2002,0.9873,122.57
11-10-2002,0.9857,122.53
10-10-2002,0.9875,122.08
09-10-2002,0.9814,121.89
08-10-2002,0.98,121.73
07-10-2002,0.9808,121.84
04-10-2002,0.9865,121.11
03-10-2002,0.989,121.47
02-10-2002,0.9835,120.94
01-10-2002,0.9861,120.67
30-09-2002,0.986,119.67
27-09-2002,0.9779,119.81
26-09-2002,0.9796,120.22
25-09-2002,0.9771,119.99
24-09-2002,0.9828,121.02
23-09-2002,0.9831,121.04
20-09-2002,0.979,120.66
19-09-2002,0.9814,118.85
18-09-2002,0.9725,118.5
17-09-2002,0.9649,118.64
16-09-2002,0.9683,118.3
13-09-2002,0.981,117.94
12-09-2002,0.9757,117.17
11-09-2002,0.9749,116.93
10-09-2002,0.976,116.44
09-09-2002,0.9794,116.79
06-09-2002,0.9918,117.32
05-09-2002,0.9975,117.34
04-09-2002,0.9947,117.05
03-09-2002,0.991,116.23
02-09-2002,0.9821,116.08
30-08-2002,0.9833,116.35
29-08-2002,0.9843,116.04
28-08-2002,0.9826,116.02
27-08-2002,0.9774,115.46
26-08-2002,0.9701,116.13
23-08-2002,0.9697,116.3
22-08-2002,0.977,116.24
21-08-2002,0.9762,115.81
20-08-2002,0.9792,116.3
19-08-2002,0.9799,116.15
16-08-2002,0.9825,115.37
15-08-2002,0.9777,114.82
14-08-2002,0.9857,114.9
13-08-2002,0.9799,116.54
12-08-2002,0.978,116.53
09-08-2002,0.9729,117.17
08-08-2002,0.9687,116.92
07-08-2002,0.9698,116.89
06-08-2002,0.9689,117.12
05-08-2002,0.9836,117.1
02-08-2002,0.9873,117.62
01-08-2002,0.976,116.94
31-07-2002,0.9783,117.42
30-07-2002,0.9835,117.64
29-07-2002,0.9821,117.42
26-07-2002,1.0008,117.55
25-07-2002,1.0014,116.8
24-07-2002,0.9915,115.72
23-07-2002,0.991,116.37
22-07-2002,1.0086,117.33
19-07-2002,1.0146,117.74
18-07-2002,1.0058,117.7
17-07-2002,1.0064,117.39
16-07-2002,1.0127,117.18
15-07-2002,1.0024,116.22
12-07-2002,0.9873,115.62
11-07-2002,0.9836,115.43
10-07-2002,0.9898,116.7
09-07-2002,0.993,117.32
08-07-2002,0.9828,116.8
05-07-2002,0.9725,116.98
04-07-2002,0.979,117.46
03-07-2002,0.978,117.44
02-07-2002,0.9838,118.51
01-07-2002,0.9913,118.72
28-06-2002,0.9975,118.2
27-06-2002,0.9824,118.07
26-06-2002,0.9917,118.54
25-06-2002,0.9712,118.2
24-06-2002,0.9781,118.62
21-06-2002,0.9636,117.92
20-06-2002,0.9592,118.68
19-06-2002,0.9561,118.37
18-06-2002,0.9484,118.13
17-06-2002,0.9426,117.1
14-06-2002,0.9478,117.75
13-06-2002,0.9417,118.24
12-06-2002,0.9452,118.73
11-06-2002,0.9417,118.14
10-06-2002,0.9459,117.93
07-06-2002,0.9452,117.56
06-06-2002,0.9386,117.13
05-06-2002,0.9371,116.55
04-06-2002,0.9435,116.44
03-06-2002,0.9313,115.67
31-05-2002,0.9387,116.39
30-05-2002,0.9375,115.76
29-05-2002,0.932,115.87
28-05-2002,0.9255,115.31
27-05-2002,0.919,114.83
24-05-2002,0.9188,114.94
23-05-2002,0.9213,115.28
22-05-2002,0.926,115.15
21-05-2002,0.9213,115.02
20-05-2002,0.9202,115.59
17-05-2002,0.9152,115.65
16-05-2002,0.9124,116.3
15-05-2002,0.903,115.83
14-05-2002,0.9062,116.17
13-05-2002,0.9118,116.42
10-05-2002,0.9118,116.6
09-05-2002,0.9061,116.6
08-05-2002,0.9088,116.86
07-05-2002,0.9125,116.97
06-05-2002,0.9144,116.34
03-05-2002,0.9083,115.55
02-05-2002,0.9032,115.51
30-04-2002,0.9008,115.66
29-04-2002,0.9038,115.69
26-04-2002,0.8971,115.22
25-04-2002,0.8969,115.27
24-04-2002,0.8892,115.43
23-04-2002,0.8872,115.42
22-04-2002,0.8882,115.36
19-04-2002,0.8886,115.92
18-04-2002,0.8895,116.09
17-04-2002,0.888,115.97
16-04-2002,0.8803,115.73
15-04-2002,0.8802,115.79
12-04-2002,0.8803,116.28
11-04-2002,0.8794,115.8
10-04-2002,0.8798,114.74
09-04-2002,0.8763,115.29
08-04-2002,0.8778,115.61
05-04-2002,0.8786,115.98
04-04-2002,0.8818,116.68
03-04-2002,0.8803,116.87
02-04-2002,0.8786,117.2
28-03-2002,0.8724,115.51
27-03-2002,0.8746,115.92
26-03-2002,0.8737,116.32
25-03-2002,0.8759,116.66
22-03-2002,0.8795,116.76
21-03-2002,0.8817,116.56
20-03-2002,0.8814,115.72
19-03-2002,0.8829,115.97
18-03-2002,0.8792,115.31
15-03-2002,0.8853,114.12
14-03-2002,0.8803,113.25
13-03-2002,0.8734,113.02
12-03-2002,0.8733,112.4
11-03-2002,0.8741,112.52
08-03-2002,0.8797,112.5
07-03-2002,0.8764,112.96
06-03-2002,0.8712,114.86
05-03-2002,0.8682,114.46
04-03-2002,0.8649,114.4
01-03-2002,0.8679,115.69
28-02-2002,0.8651,116.07
27-02-2002,0.8649,116.6
26-02-2002,0.8682,116.38
25-02-2002,0.8724,116.66
22-02-2002,0.8747,117.07
21-02-2002,0.8701,116.79
20-02-2002,0.8743,116.9
19-02-2002,0.8692,116.3
18-02-2002,0.8715,115.68
15-02-2002,0.8705,115.61
14-02-2002,0.8693,114.91
13-02-2002,0.8731,115.65
12-02-2002,0.8753,116.95
11-02-2002,0.8794,117.76
08-02-2002,0.874,117.46
07-02-2002,0.8664,115.74
06-02-2002,0.8664,115.55
05-02-2002,0.8683,115.68
04-02-2002,0.8644,115.22
01-02-2002,0.8632,115.66
31-01-2002,0.8637,114.73
30-01-2002,0.8642,114.69
29-01-2002,0.8624,114.94
28-01-2002,0.8578,114.91
25-01-2002,0.8663,116.35
24-01-2002,0.8767,117.95
23-01-2002,0.8856,118.72
22-01-2002,0.883,118.53
21-01-2002,0.884,117.24
18-01-2002,0.881,117.08
17-01-2002,0.8819,116.47
16-01-2002,0.8817,115.83
15-01-2002,0.8922,116.97
14-01-2002,0.8927,117.64
11-01-2002,0.8919,117.82
10-01-2002,0.8909,117.96
09-01-2002,0.8921,118.05
08-01-2002,0.8909,118.22
07-01-2002,0.8905,116.72
04-01-2002,0.8954,117.18
03-01-2002,0.9036,119.02
02-01-2002,0.9038,119.53
28-12-2001,0.8813,115.33
27-12-2001,0.8823,115.9
24-12-2001,0.8798,114.23
21-12-2001,0.8943,115.88
20-12-2001,0.8973,115.05
19-12-2001,0.8983,114.68
18-12-2001,0.9012,115.26
17-12-2001,0.9049,115.68
14-12-2001,0.9016,115.05
13-12-2001,0.8975,113.29
12-12-2001,0.8938,112.6
11-12-2001,0.8908,112.3
10-12-2001,0.885,111.82
07-12-2001,0.8911,111.5
06-12-2001,0.8889,110.72
05-12-2001,0.8919,110.84
04-12-2001,0.8902,110.5
03-12-2001,0.8925,110.21
30-11-2001,0.8898,110.06
29-11-2001,0.8887,109.23
28-11-2001,0.8831,108.94
27-11-2001,0.8788,108.99
26-11-2001,0.8818,109.33
23-11-2001,0.8795,109.1
22-11-2001,0.8778,108.66
21-11-2001,0.8791,108.02
20-11-2001,0.8824,108.47
19-11-2001,0.8793,108.48
16-11-2001,0.8845,108.46
15-11-2001,0.8825,107.91
14-11-2001,0.8803,107.2
13-11-2001,0.8842,107.14
12-11-2001,0.8919,107.66
09-11-2001,0.893,107.47
08-11-2001,0.8972,108.25
07-11-2001,0.9014,108.98
06-11-2001,0.8961,108.46
05-11-2001,0.8961,109.3
02-11-2001,0.9056,110.05
01-11-2001,0.9097,110.72
31-10-2001,0.9042,110.37
30-10-2001,0.9064,110.42
29-10-2001,0.9005,109.94
26-10-2001,0.8911,109.25
25-10-2001,0.8889,109.56
24-10-2001,0.8917,109.48
23-10-2001,0.8887,109.03
22-10-2001,0.8969,109.18
19-10-2001,0.9009,109.1
18-10-2001,0.9026,109.23
17-10-2001,0.9022,109.75
16-10-2001,0.9052,110.05
15-10-2001,0.9097,109.8
12-10-2001,0.904,109.65
11-10-2001,0.9062,109.55
10-10-2001,0.9136,109.63
09-10-2001,0.9193,110.61
08-10-2001,0.9214,110.35
05-10-2001,0.9174,110.31
04-10-2001,0.9117,109.95
03-10-2001,0.9209,111.54
02-10-2001,0.9189,110.73
01-10-2001,0.9125,109.2
28-09-2001,0.9131,109.02
27-09-2001,0.9205,109.75
26-09-2001,0.9219,108.62
25-09-2001,0.9176,107.53
24-09-2001,0.9164,107.47
21-09-2001,0.92,107.18
20-09-2001,0.9259,108.15
19-09-2001,0.9258,108.84
18-09-2001,0.9256,108.5
17-09-2001,0.9269,108.61
14-09-2001,0.9219,108.33
13-09-2001,0.906,107.88
12-09-2001,0.9052,108.15
11-09-2001,0.8964,109.3
10-09-2001,0.9047,109.05
07-09-2001,0.8952,108.32
06-09-2001,0.8855,107.36
05-09-2001,0.8891,106.93
04-09-2001,0.897,107.1
03-09-2001,0.9072,107.92
31-08-2001,0.9158,108.65
30-08-2001,0.9095,108.95
29-08-2001,0.9122,108.94
28-08-2001,0.9042,108.75
27-08-2001,0.909,109.18
24-08-2001,0.9108,109.56
23-08-2001,0.9112,109.65
22-08-2001,0.9216,110.39
21-08-2001,0.9128,109.4
20-08-2001,0.9149,110.18
17-08-2001,0.9138,110.34
16-08-2001,0.9144,109.66
15-08-2001,0.9114,109.62
14-08-2001,0.8968,110.04
13-08-2001,0.8991,109.33
10-08-2001,0.8936,109.31
09-08-2001,0.8853,109.16
08-08-2001,0.8763,107.94
07-08-2001,0.8768,108.74
06-08-2001,0.8805,109.08
03-08-2001,0.8806,109.05
02-08-2001,0.8788,109.02
01-08-2001,0.8817,109.85
31-07-2001,0.8755,109.3
30-07-2001,0.8751,109.45
27-07-2001,0.8768,108.65
26-07-2001,0.8764,108.58
25-07-2001,0.8793,108.9
24-07-2001,0.8708,108.07
23-07-2001,0.8676,107.62
20-07-2001,0.8776,108.36
19-07-2001,0.8723,107.7
18-07-2001,0.863,107.8
17-07-2001,0.8516,106.65
16-07-2001,0.8583,107.45
13-07-2001,0.8539,106.12
12-07-2001,0.8538,106.16
11-07-2001,0.8611,107.21
10-07-2001,0.8545,107.28
09-07-2001,0.8459,106.19
06-07-2001,0.8384,105.65
05-07-2001,0.8422,105.74
04-07-2001,0.8453,105.16
03-07-2001,0.8497,105.43
02-07-2001,0.8455,105.16
29-06-2001,0.848,105.37
28-06-2001,0.8511,106.15
27-06-2001,0.8622,107.05
26-06-2001,0.8611,106.71
25-06-2001,0.8607,106.71
22-06-2001,0.8528,105.98
21-06-2001,0.8552,106.12
20-06-2001,0.8513,105
19-06-2001,0.8563,105.43
18-06-2001,0.8581,105.71
15-06-2001,0.8662,104.74
14-06-2001,0.8492,103.52
13-06-2001,0.8542,104.28
12-06-2001,0.8474,103.16
11-06-2001,0.8494,103.39
08-06-2001,0.8468,102.14
07-06-2001,0.8466,101.7
06-06-2001,0.8543,103.13
05-06-2001,0.8465,101.44
04-06-2001,0.8513,101.9
01-06-2001,0.8478,100.62
31-05-2001,0.848,101
30-05-2001,0.8558,102.77
29-05-2001,0.8552,102.88
28-05-2001,0.8584,103.98
25-05-2001,0.8591,103.54
24-05-2001,0.8604,103.15
23-05-2001,0.8585,104.01
22-05-2001,0.8685,106.96
21-05-2001,0.8754,107.79
18-05-2001,0.8777,108.35
17-05-2001,0.8815,108.58
16-05-2001,0.8834,109.26
15-05-2001,0.8768,108.35
14-05-2001,0.8745,107.62
11-05-2001,0.8773,107.35
10-05-2001,0.885,108.17
09-05-2001,0.8827,107.5
08-05-2001,0.8866,108.21
07-05-2001,0.8919,108.2
04-05-2001,0.8939,108.19
03-05-2001,0.8903,108.24
02-05-2001,0.8907,108.81
30-04-2001,0.8876,109.67
27-04-2001,0.9023,112.01
26-04-2001,0.9013,110.36
25-04-2001,0.8947,109.55
24-04-2001,0.8973,109.14
23-04-2001,0.9002,109.71
20-04-2001,0.8989,110.18
19-04-2001,0.8827,107.49
18-04-2001,0.8778,107.82
17-04-2001,0.8791,108.75
12-04-2001,0.8849,109
11-04-2001,0.884,109.8
10-04-2001,0.8945,111.34
09-04-2001,0.9018,112.8
06-04-2001,0.894,111.38
05-04-2001,0.902,112.04
04-04-2001,0.9032,113.52
03-04-2001,0.8845,111.36
02-04-2001,0.8772,110.83
30-03-2001,0.8832,110.74
29-03-2001,0.884,108.96
28-03-2001,0.886,107.81
27-03-2001,0.8952,110.16
26-03-2001,0.8935,110.08
23-03-2001,0.8922,109.69
22-03-2001,0.8889,110.25
21-03-2001,0.899,111.25
20-03-2001,0.902,110.64
19-03-2001,0.8996,109.83
16-03-2001,0.8947,109.85
15-03-2001,0.9064,110.53
14-03-2001,0.9182,110.06
13-03-2001,0.9202,110.27
12-03-2001,0.9272,111.44
09-03-2001,0.9357,111.71
08-03-2001,0.9312,111.38
07-03-2001,0.9307,111.38
06-03-2001,0.9279,109.89
05-03-2001,0.9305,111.14
02-03-2001,0.9363,111.55
01-03-2001,0.9269,108.72
28-02-2001,0.9248,108.45
27-02-2001,0.9163,106.41
26-02-2001,0.9105,106.07
23-02-2001,0.9064,105.7
22-02-2001,0.9056,105.33
21-02-2001,0.9146,106.69
20-02-2001,0.907,104.86
19-02-2001,0.9213,106.71
16-02-2001,0.9113,104.88
15-02-2001,0.909,105.51
14-02-2001,0.9178,106.61
13-02-2001,0.9275,108.59
12-02-2001,0.9288,109.22
09-02-2001,0.9227,108.3
08-02-2001,0.922,106.97
07-02-2001,0.9325,108.36
06-02-2001,0.9322,107.05
05-02-2001,0.9425,108.78
02-02-2001,0.9407,108.43
01-02-2001,0.9406,108.7
31-01-2001,0.9293,107.87
30-01-2001,0.9197,107.38
29-01-2001,0.9193,107.15
26-01-2001,0.9228,107.69
25-01-2001,0.9146,107.15
24-01-2001,0.9294,109.79
23-01-2001,0.9407,110.22
22-01-2001,0.929,108.28
19-01-2001,0.94,110.66
18-01-2001,0.9404,111.28
17-01-2001,0.9396,110.6
16-01-2001,0.9412,111.27
15-01-2001,0.9428,111.92
12-01-2001,0.9545,112.35
11-01-2001,0.9523,111.75
10-01-2001,0.9412,109.33
09-01-2001,0.9401,108.78
08-01-2001,0.9497,110.55
05-01-2001,0.9545,111.22
04-01-2001,0.9458,108.25
03-01-2001,0.953,108.88
02-01-2001,0.9423,108.26
29-12-2000,0.9305,106.92
28-12-2000,0.9285,106.4
27-12-2000,0.931,106.08
22-12-2000,0.924,103.78
21-12-2000,0.9146,102.37
20-12-2000,0.9059,102.05
19-12-2000,0.8903,99.96
18-12-2000,0.8966,100.54
15-12-2000,0.8984,100.93
14-12-2000,0.8839,99.55
13-12-2000,0.8748,98.4
12-12-2000,0.8782,97.89
11-12-2000,0.8804,97.53
08-12-2000,0.8895,98.75
07-12-2000,0.8943,98.9
06-12-2000,0.8828,97.76
05-12-2000,0.881,97.52
04-12-2000,0.8908,98.6
01-12-2000,0.8735,97.75
30-11-2000,0.8684,96.44
29-11-2000,0.865,95.01
28-11-2000,0.8561,94.54
27-11-2000,0.8406,93.44
24-11-2000,0.8436,93.78
23-11-2000,0.8427,92.9
22-11-2000,0.8429,92.46
21-11-2000,0.8474,93.28
20-11-2000,0.8488,92.7
17-11-2000,0.8535,92.95
16-11-2000,0.8569,93.29
15-11-2000,0.8596,93.22
14-11-2000,0.8583,92.6
13-11-2000,0.862,92.82
10-11-2000,0.8673,93.42
09-11-2000,0.8531,91.55
08-11-2000,0.8559,92.22
07-11-2000,0.8587,92.13
06-11-2000,0.8667,92.86
03-11-2000,0.873,93.63
02-11-2000,0.8646,93.63
01-11-2000,0.8554,92.83
31-10-2000,0.8417,91.88
30-10-2000,0.8482,92.21
27-10-2000,0.8324,90.53
26-10-2000,0.8252,89.3
25-10-2000,0.8307,89.8
24-10-2000,0.8386,90.76
23-10-2000,0.8377,91
20-10-2000,0.8452,92.06
19-10-2000,0.8411,90.93
18-10-2000,0.8525,92.27
17-10-2000,0.8496,91.73
16-10-2000,0.8511,92.09
13-10-2000,0.8627,93
12-10-2000,0.8648,93
11-10-2000,0.872,94.17
10-10-2000,0.8721,94.2
09-10-2000,0.8695,94.75
06-10-2000,0.8703,94.82
05-10-2000,0.8786,95.95
04-10-2000,0.873,95.31
03-10-2000,0.8763,95.14
02-10-2000,0.8802,95.49
29-09-2000,0.8765,94.94
28-09-2000,0.8832,94.98
27-09-2000,0.8861,95.49
26-09-2000,0.8757,93.95
25-09-2000,0.877,94.37
22-09-2000,0.889,95.75
21-09-2000,0.8524,90.72
20-09-2000,0.8476,90.3
19-09-2000,0.8541,91.31
18-09-2000,0.8526,91.1
15-09-2000,0.8615,92.64
14-09-2000,0.8693,93.15
13-09-2000,0.8654,92.83
12-09-2000,0.8614,91.55
11-09-2000,0.8609,91.35
08-09-2000,0.8735,92.25
07-09-2000,0.8676,91.21
06-09-2000,0.8818,93.27
05-09-2000,0.8886,94.18
04-09-2000,0.9,95.12
01-09-2000,0.8902,94.77
31-08-2000,0.8906,94.77
30-08-2000,0.8909,94.8
29-08-2000,0.8965,95.44
28-08-2000,0.9007,95.88
25-08-2000,0.9021,96.61
24-08-2000,0.9012,96.64
23-08-2000,0.8918,95.7
22-08-2000,0.8972,97.27
21-08-2000,0.9023,97.63
18-08-2000,0.9127,99.42
17-08-2000,0.914,99.12
16-08-2000,0.9072,98.45
15-08-2000,0.9118,99.78
14-08-2000,0.9011,98.58
11-08-2000,0.9132,99.31
10-08-2000,0.9031,97.93
09-08-2000,0.8973,96.81
08-08-2000,0.9047,98.2
07-08-2000,0.9084,98.85
04-08-2000,0.9031,98.02
03-08-2000,0.9028,97.85
02-08-2000,0.9142,99.8
01-08-2000,0.9264,101.56
31-07-2000,0.9243,101.04
28-07-2000,0.9276,101.29
27-07-2000,0.9389,102.26
26-07-2000,0.939,102.43
25-07-2000,0.941,102.78
24-07-2000,0.9332,101.64
21-07-2000,0.9363,101.53
20-07-2000,0.922,99.74
19-07-2000,0.9216,99.6
18-07-2000,0.9353,100.93
17-07-2000,0.9352,101.65
14-07-2000,0.9344,100.82
13-07-2000,0.9349,100.12
12-07-2000,0.9499,102.29
11-07-2000,0.9527,101.77
10-07-2000,0.9523,101.82
07-07-2000,0.9483,101.86
06-07-2000,0.9542,102.44
05-07-2000,0.9537,101.73
04-07-2000,0.9487,100.78
03-07-2000,0.9493,100.58
30-06-2000,0.9556,100.57
29-06-2000,0.9504,99.56
28-06-2000,0.9415,99.56
27-06-2000,0.9401,99.16
26-06-2000,0.9327,98.38
23-06-2000,0.9413,98.12
22-06-2000,0.9405,99.1
21-06-2000,0.947,99.76
20-06-2000,0.9538,100.62
19-06-2000,0.964,101.86
16-06-2000,0.9565,101.65
15-06-2000,0.9524,100.92
14-06-2000,0.9636,102.52
13-06-2000,0.9583,102.05
12-06-2000,0.9527,101.55
09-06-2000,0.949,101.42
08-06-2000,0.9668,102.12
07-06-2000,0.9554,101
06-06-2000,0.9485,101.24
05-06-2000,0.9433,101.51
02-06-2000,0.9355,101.62
01-06-2000,0.933,101.41
31-05-2000,0.9303,99.9
30-05-2000,0.9359,99.8
29-05-2000,0.9262,99.32
26-05-2000,0.9143,98.22
25-05-2000,0.8981,96.81
24-05-2000,0.9098,97.58
23-05-2000,0.9111,97.3
22-05-2000,0.9,96.57
19-05-2000,0.8875,95.69
18-05-2000,0.8942,97.6
17-05-2000,0.8922,97.98
16-05-2000,0.9065,98.89
15-05-2000,0.9147,100.07
12-05-2000,0.9029,98.01
11-05-2000,0.9079,98.53
10-05-2000,0.9107,99.13
09-05-2000,0.8978,98.25
08-05-2000,0.8952,97.17
05-05-2000,0.8984,97.21
04-05-2000,0.8947,97.35
03-05-2000,0.8913,97.46
02-05-2000,0.9116,99.15
28-04-2000,0.9085,97.48
27-04-2000,0.9163,97.57
26-04-2000,0.9193,97.85
25-04-2000,0.9302,98.15
20-04-2000,0.9376,98.37
19-04-2000,0.9461,98.79
18-04-2000,0.9497,98.97
17-04-2000,0.9573,99.4
14-04-2000,0.954,100.86
13-04-2000,0.9537,101.09
12-04-2000,0.9576,101.11
11-04-2000,0.9594,102.61
10-04-2000,0.959,101.92
07-04-2000,0.9564,100.71
06-04-2000,0.9625,101.04
05-04-2000,0.9673,101.71
04-04-2000,0.9538,100.74
03-04-2000,0.9564,100.27
31-03-2000,0.9553,98.53
30-03-2000,0.9555,100.35
29-03-2000,0.9568,100.77
28-03-2000,0.9647,102.59
27-03-2000,0.9712,103.77
24-03-2000,0.9715,104.09
23-03-2000,0.9656,103.88
22-03-2000,0.9603,102.88
21-03-2000,0.9701,103.46
20-03-2000,0.9715,103.71
17-03-2000,0.9672,102.31
16-03-2000,0.9663,101.73
15-03-2000,0.9647,101.74
